district_id,district_name,state,enrollment,instructional_staff,year,data_source,daily_instructional_minutes,lct_minutes,lct_hours,student_teacher_ratio,lct_percentile,lct_category
619320,Kelseyville Unified,CA,1877.0,89.77,2023-24,nces_ccd,360,17.22,0.29,20.9,11.6,Low (15-20 min)
619380,Kentfield Elementary,CA,1055.0,62.58,2023-24,nces_ccd,360,21.35,0.36,16.9,24.9,Moderate (20-25 min)
619410,Kenwood,CA,111.0,6.45,2023-24,nces_ccd,360,20.92,0.35,17.2,23.1,Moderate (20-25 min)
619440,Keppel Union Elementary,CA,2531.0,99.51,2023-24,nces_ccd,360,14.15,0.24,25.4,5.5,Very Low (<15 min)
619490,Kerman Unified,CA,5304.0,236.29,2023-24,nces_ccd,360,16.04,0.27,22.4,8.8,Low (15-20 min)
619540,Kern High,CA,43116.0,1828.94,2023-24,nces_ccd,360,15.27,0.25,23.6,7.1,Low (15-20 min)
619590,Kernville Union Elementary,CA,779.0,40.61,2023-24,nces_ccd,360,18.77,0.31,19.2,15.6,Low (15-20 min)
619620,Keyes Union,CA,1056.0,48.77,2023-24,nces_ccd,360,16.63,0.28,21.7,10.3,Low (15-20 min)
619650,South Monterey County Joint Union High,CA,2731.0,117.47,2023-24,nces_ccd,360,15.48,0.26,23.2,7.6,Low (15-20 min)
619680,King City Union,CA,2552.0,110.0,2023-24,nces_ccd,360,15.52,0.26,23.2,7.7,Low (15-20 min)
619700,Kings Canyon Joint Unified,CA,9658.0,442.47,2023-24,nces_ccd,360,16.49,0.27,21.8,9.9,Low (15-20 min)
619740,Kings River Union Elementary,CA,401.0,19.98,2023-24,nces_ccd,360,17.94,0.3,20.1,13.4,Low (15-20 min)
619770,Kings River-Hardwick Union Elementary,CA,850.0,36.12,2023-24,nces_ccd,360,15.3,0.26,23.5,7.2,Low (15-20 min)
619800,Kingsburg Elementary Charter,CA,2151.0,90.4,2023-24,nces_ccd,360,15.13,0.25,23.8,6.9,Low (15-20 min)
619830,Kingsburg Joint Union High,CA,1227.0,60.97,2023-24,nces_ccd,360,17.89,0.3,20.1,13.3,Low (15-20 min)
619860,Kirkwood Elementary,CA,103.0,5.0,2023-24,nces_ccd,360,17.48,0.29,20.6,12.3,Low (15-20 min)
619890,Kit Carson Union Elementary,CA,457.0,24.06,2023-24,nces_ccd,360,18.95,0.32,19.0,16.2,Low (15-20 min)
619920,Klamath River Union Elementary,CA,5.0,1.0,2023-24,nces_ccd,360,72.0,1.2,5.0,98.2,Very High (>30 min)
619950,Klamath-Trinity Joint Unified,CA,939.0,55.61,2023-24,nces_ccd,360,21.32,0.36,16.9,24.9,Moderate (20-25 min)
619980,Kneeland Elementary,CA,28.0,2.19,2023-24,nces_ccd,360,28.16,0.47,12.8,59.5,High (25-30 min)
620010,Knights Ferry Elementary,CA,119.0,7.0,2023-24,nces_ccd,360,21.18,0.35,17.0,24.3,Moderate (20-25 min)
620040,Knightsen Elementary,CA,596.0,27.56,2023-24,nces_ccd,360,16.65,0.28,21.6,10.3,Low (15-20 min)
620070,Konocti Unified,CA,3874.0,154.83,2023-24,nces_ccd,360,14.39,0.24,25.0,5.8,Very Low (<15 min)
620130,La Canada Unified,CA,3937.0,164.75,2023-24,nces_ccd,360,15.06,0.25,23.9,6.7,Low (15-20 min)
620190,La Habra City Elementary,CA,4298.0,199.25,2023-24,nces_ccd,360,16.69,0.28,21.6,10.4,Low (15-20 min)
620220,La Honda-Pescadero Unified,CA,259.0,17.34,2023-24,nces_ccd,360,24.1,0.4,14.9,38.2,Moderate (20-25 min)
620250,La Mesa-Spring Valley,CA,10684.0,456.74,2023-24,nces_ccd,360,15.39,0.26,23.4,7.4,Low (15-20 min)
620310,Lafayette Elementary,CA,3212.0,150.13,2023-24,nces_ccd,360,16.83,0.28,21.4,10.8,Low (15-20 min)
620370,Laguna Beach Unified,CA,2386.0,126.98,2023-24,nces_ccd,360,19.16,0.32,18.8,16.8,Low (15-20 min)
620430,Laguna Joint Elementary,CA,9.0,1.0,2023-24,nces_ccd,360,40.0,0.67,9.0,90.2,Very High (>30 min)
620460,Pacifica,CA,2737.0,126.18,2023-24,nces_ccd,360,16.6,0.28,21.7,10.2,Low (15-20 min)
620490,Lagunita Elementary,CA,61.0,4.0,2023-24,nces_ccd,360,23.61,0.39,15.2,35.6,Moderate (20-25 min)
620520,Lagunitas Elementary,CA,162.0,8.63,2023-24,nces_ccd,360,19.18,0.32,18.8,16.9,Low (15-20 min)
620610,Lake Elementary,CA,194.0,9.0,2023-24,nces_ccd,360,16.7,0.28,21.6,10.5,Low (15-20 min)
620640,Lake Tahoe Unified,CA,3604.0,178.93,2023-24,nces_ccd,360,17.87,0.3,20.1,13.3,Low (15-20 min)
620670,Lakeport Unified,CA,1359.0,76.28,2023-24,nces_ccd,360,20.21,0.34,17.8,20.5,Moderate (20-25 min)
620700,Lakeside Joint,CA,77.0,5.0,2023-24,nces_ccd,360,23.38,0.39,15.4,34.5,Moderate (20-25 min)
620730,Lakeside Union,CA,1599.0,66.85,2023-24,nces_ccd,360,15.05,0.25,23.9,6.7,Low (15-20 min)
620760,Lakeside Union Elementary,CA,248.0,12.0,2023-24,nces_ccd,360,17.42,0.29,20.7,12.1,Low (15-20 min)
620790,Lakeside Union Elementary,CA,4541.0,209.89,2023-24,nces_ccd,360,16.64,0.28,21.6,10.3,Low (15-20 min)
620850,Lamont Elementary,CA,2613.0,123.97,2023-24,nces_ccd,360,17.08,0.28,21.1,11.4,Low (15-20 min)
620880,Lancaster Elementary,CA,13832.0,568.64,2023-24,nces_ccd,360,14.8,0.25,24.3,6.3,Very Low (<15 min)
620910,Larkspur-Corte Madera,CA,1178.0,61.99,2023-24,nces_ccd,360,18.94,0.32,19.0,16.1,Low (15-20 min)
621000,Las Virgenes Unified,CA,9660.0,397.31,2023-24,nces_ccd,360,14.81,0.25,24.3,6.3,Very Low (<15 min)
621060,Lassen Union High,CA,845.0,44.03,2023-24,nces_ccd,360,18.76,0.31,19.2,15.6,Low (15-20 min)
621090,Lassen View Union Elementary,CA,367.0,15.3,2023-24,nces_ccd,360,15.01,0.25,24.0,6.7,Low (15-20 min)
621150,Laton Joint Unified,CA,597.0,38.59,2023-24,nces_ccd,360,23.27,0.39,15.5,33.9,Moderate (20-25 min)
621180,Latrobe,CA,168.0,9.4,2023-24,nces_ccd,360,20.14,0.34,17.9,20.3,Moderate (20-25 min)
621210,Lawndale Elementary,CA,4420.0,199.89,2023-24,nces_ccd,360,16.28,0.27,22.1,9.4,Low (15-20 min)
621240,Le Grand Union Elementary,CA,330.0,18.06,2023-24,nces_ccd,360,19.7,0.33,18.3,18.7,Low (15-20 min)
621270,Le Grand Union High,CA,495.0,29.66,2023-24,nces_ccd,360,21.57,0.36,16.7,25.8,Moderate (20-25 min)
621330,Lemon Grove,CA,3122.0,141.14,2023-24,nces_ccd,360,16.27,0.27,22.1,9.4,Low (15-20 min)
621360,Lemoore Union Elementary,CA,3216.0,160.45,2023-24,nces_ccd,360,17.96,0.3,20.0,13.5,Low (15-20 min)
621400,Lemoore Union High,CA,1917.0,92.21,2023-24,nces_ccd,360,17.32,0.29,20.8,11.9,Low (15-20 min)
621420,Lennox,CA,4038.0,199.87,2023-24,nces_ccd,360,17.82,0.3,20.2,13.1,Low (15-20 min)
621450,Richland Union Elementary,CA,2523.0,141.05,2023-24,nces_ccd,360,20.13,0.34,17.9,20.2,Moderate (20-25 min)
621480,Lewiston Elementary,CA,66.0,3.98,2023-24,nces_ccd,360,21.71,0.36,16.6,26.3,Moderate (20-25 min)
621540,Liberty Elementary,CA,212.0,9.85,2023-24,nces_ccd,360,16.73,0.28,21.5,10.5,Low (15-20 min)
621570,Liberty Elementary,CA,819.0,36.26,2023-24,nces_ccd,360,15.94,0.27,22.6,8.6,Low (15-20 min)
621600,Liberty Union High,CA,8241.0,386.07,2023-24,nces_ccd,360,16.87,0.28,21.3,10.9,Low (15-20 min)
621690,Lincoln Unified,CA,8773.0,395.96,2023-24,nces_ccd,360,16.25,0.27,22.2,9.3,Low (15-20 min)
621810,Linden Unified,CA,2275.0,107.01,2023-24,nces_ccd,360,16.93,0.28,21.3,11.0,Low (15-20 min)
621870,Lindsay Unified,CA,3987.0,189.17,2023-24,nces_ccd,360,17.08,0.28,21.1,11.4,Low (15-20 min)
621900,Linns Valley-Poso Flat Union,CA,19.0,2.0,2023-24,nces_ccd,360,37.89,0.63,9.5,88.0,Very High (>30 min)
621930,Little Lake City Elementary,CA,3656.0,182.7,2023-24,nces_ccd,360,17.99,0.3,20.0,13.5,Low (15-20 min)
621960,Little Shasta Elementary,CA,19.0,2.01,2023-24,nces_ccd,360,38.08,0.63,9.5,88.2,Very High (>30 min)
621990,Live Oak Elementary,CA,1675.0,82.14,2023-24,nces_ccd,360,17.65,0.29,20.4,12.7,Low (15-20 min)
622050,Live Oak Unified,CA,2026.0,103.36,2023-24,nces_ccd,360,18.37,0.31,19.6,14.5,Low (15-20 min)
622110,Livermore Valley Joint Unified,CA,13050.0,606.52,2023-24,nces_ccd,360,16.73,0.28,21.5,10.5,Low (15-20 min)
622170,Livingston Union,CA,2545.0,116.93,2023-24,nces_ccd,360,16.54,0.28,21.8,10.1,Low (15-20 min)
622230,Lodi Unified,CA,27172.0,1280.07,2023-24,nces_ccd,360,16.96,0.28,21.2,11.1,Low (15-20 min)
622320,Loleta Union Elementary,CA,75.0,5.0,2023-24,nces_ccd,360,24.0,0.4,15.0,37.6,Moderate (20-25 min)
622350,Loma Prieta Joint Union Elementary,CA,424.0,22.25,2023-24,nces_ccd,360,18.89,0.31,19.1,16.0,Low (15-20 min)
622380,Las Lomitas Elementary,CA,1161.0,66.13,2023-24,nces_ccd,360,20.51,0.34,17.6,21.5,Moderate (20-25 min)
622410,Lompoc Unified,CA,8955.0,428.44,2023-24,nces_ccd,360,17.22,0.29,20.9,11.6,Low (15-20 min)
622440,Lone Pine Unified,CA,299.0,17.87,2023-24,nces_ccd,360,21.52,0.36,16.7,25.6,Moderate (20-25 min)
622500,Long Beach Unified,CA,63966.0,2700.56,2023-24,nces_ccd,360,15.2,0.25,23.7,7.0,Low (15-20 min)
622560,Loomis Union Elementary,CA,2905.0,132.05,2023-24,nces_ccd,360,16.36,0.27,22.0,9.6,Low (15-20 min)
622590,Los Alamitos Unified,CA,8931.0,353.2,2023-24,nces_ccd,360,14.24,0.24,25.3,5.7,Very Low (<15 min)
622650,Los Altos Elementary,CA,3361.0,179.28,2023-24,nces_ccd,360,19.2,0.32,18.7,16.9,Low (15-20 min)
622710,Los Angeles Unified,CA,419929.0,21730.24,2023-24,nces_ccd,360,18.63,0.31,19.3,15.2,Low (15-20 min)
622740,Los Banos Unified,CA,11057.0,465.68,2023-24,nces_ccd,360,15.16,0.25,23.7,6.9,Low (15-20 min)
622800,Los Gatos-Saratoga Union High,CA,3183.0,161.37,2023-24,nces_ccd,360,18.25,0.3,19.7,14.2,Low (15-20 min)
622830,Los Gatos Union Elementary,CA,2673.0,127.91,2023-24,nces_ccd,360,17.23,0.29,20.9,11.7,Low (15-20 min)
622860,Los Molinos Unified,CA,519.0,29.94,2023-24,nces_ccd,360,20.77,0.35,17.3,22.5,Moderate (20-25 min)
622890,Los Nietos,CA,1251.0,63.37,2023-24,nces_ccd,360,18.24,0.3,19.7,14.2,Low (15-20 min)
622920,Los Olivos Elementary,CA,151.0,9.7,2023-24,nces_ccd,360,23.13,0.39,15.6,33.2,Moderate (20-25 min)
622950,Lost Hills Union Elementary,CA,271.0,13.4,2023-24,nces_ccd,360,17.8,0.3,20.2,13.0,Low (15-20 min)
623010,Lowell Joint,CA,3029.0,129.87,2023-24,nces_ccd,360,15.44,0.26,23.3,7.5,Low (15-20 min)
623040,Lucerne Elementary,CA,292.0,14.99,2023-24,nces_ccd,360,18.48,0.31,19.5,14.7,Low (15-20 min)
623080,Lucia Mar Unified,CA,9621.0,493.21,2023-24,nces_ccd,360,18.46,0.31,19.5,14.7,Low (15-20 min)
623130,Luther Burbank,CA,431.0,21.48,2023-24,nces_ccd,360,17.94,0.3,20.1,13.4,Low (15-20 min)
623160,Lynwood Unified,CA,11214.0,487.4,2023-24,nces_ccd,360,15.65,0.26,23.0,8.0,Low (15-20 min)
623340,Madera Unified,CA,20142.0,890.76,2023-24,nces_ccd,360,15.92,0.27,22.6,8.5,Low (15-20 min)
623430,Magnolia Elementary,CA,4920.0,233.0,2023-24,nces_ccd,360,17.05,0.28,21.1,11.3,Low (15-20 min)
623460,Magnolia Union Elementary,CA,114.0,6.01,2023-24,nces_ccd,360,18.98,0.32,19.0,16.3,Low (15-20 min)
623530,Mammoth Unified,CA,1112.0,61.8,2023-24,nces_ccd,360,20.01,0.33,18.0,19.8,Moderate (20-25 min)
623550,Manchester Union Elementary,CA,27.0,2.99,2023-24,nces_ccd,360,39.87,0.66,9.0,90.1,Very High (>30 min)
623610,Manteca Unified,CA,25000.0,1104.62,2023-24,nces_ccd,360,15.91,0.27,22.6,8.5,Low (15-20 min)
623700,Manzanita Elementary,CA,327.0,17.77,2023-24,nces_ccd,360,19.56,0.33,18.4,18.2,Low (15-20 min)
623730,Maple Creek Elementary,CA,3.0,0.8,2023-24,nces_ccd,360,96.0,1.6,3.8,98.9,Very High (>30 min)
623760,Maple Elementary,CA,285.0,12.61,2023-24,nces_ccd,360,15.93,0.27,22.6,8.5,Low (15-20 min)
623800,Marcum-Illinois Union Elementary,CA,182.0,10.0,2023-24,nces_ccd,360,19.78,0.33,18.2,19.0,Low (15-20 min)
623820,Maricopa Unified,CA,306.0,20.58,2023-24,nces_ccd,360,24.21,0.4,14.9,38.7,Moderate (20-25 min)
623940,Mariposa County Unified,CA,1669.0,89.19,2023-24,nces_ccd,360,19.24,0.32,18.7,17.1,Low (15-20 min)
623970,Mark Twain Union Elementary,CA,767.0,34.72,2023-24,nces_ccd,360,16.3,0.27,22.1,9.4,Low (15-20 min)
624000,Mark West Union Elementary,CA,1342.0,67.28,2023-24,nces_ccd,360,18.05,0.3,19.9,13.7,Low (15-20 min)
624030,Martinez Unified,CA,3771.0,173.81,2023-24,nces_ccd,360,16.59,0.28,21.7,10.2,Low (15-20 min)
624090,Marysville Joint Unified,CA,10337.0,473.71,2023-24,nces_ccd,360,16.5,0.28,21.8,10.0,Low (15-20 min)
624150,Maxwell Unified,CA,350.0,20.5,2023-24,nces_ccd,360,21.09,0.35,17.1,23.9,Moderate (20-25 min)
624180,McCabe Union Elementary,CA,1164.0,47.42,2023-24,nces_ccd,360,14.67,0.24,24.5,6.1,Very Low (<15 min)
624210,McCloud Union Elementary,CA,50.0,3.88,2023-24,nces_ccd,360,27.94,0.47,12.9,58.5,High (25-30 min)
624230,McFarland Unified,CA,3274.0,148.66,2023-24,nces_ccd,360,16.35,0.27,22.0,9.6,Low (15-20 min)
624300,McKinleyville Union Elementary,CA,924.0,43.51,2023-24,nces_ccd,360,16.95,0.28,21.2,11.1,Low (15-20 min)
624330,McKittrick Elementary,CA,69.0,5.0,2023-24,nces_ccd,360,26.09,0.43,13.8,48.9,High (25-30 min)
624360,McSwain Union Elementary,CA,939.0,42.38,2023-24,nces_ccd,360,16.25,0.27,22.2,9.3,Low (15-20 min)
624390,Meadows Union,CA,370.0,18.0,2023-24,nces_ccd,360,17.51,0.29,20.6,12.4,Low (15-20 min)
624480,Mendocino Unified,CA,436.0,33.64,2023-24,nces_ccd,360,27.78,0.46,13.0,57.8,High (25-30 min)
624500,Milpitas Unified,CA,10199.0,435.42,2023-24,nces_ccd,360,15.37,0.26,23.4,7.4,Low (15-20 min)
624540,Menifee Union,CA,12195.0,522.62,2023-24,nces_ccd,360,15.43,0.26,23.3,7.5,Low (15-20 min)
624570,Menlo Park City Elementary,CA,2730.0,164.35,2023-24,nces_ccd,360,21.67,0.36,16.6,26.2,Moderate (20-25 min)
624600,Merced City Elementary,CA,11013.0,443.0,2023-24,nces_ccd,360,14.48,0.24,24.9,5.9,Very Low (<15 min)
624630,Merced River Union Elementary,CA,281.0,10.95,2023-24,nces_ccd,360,14.03,0.23,25.7,5.4,Very Low (<15 min)
624660,Merced Union High,CA,11120.0,552.12,2023-24,nces_ccd,360,17.87,0.3,20.1,13.3,Low (15-20 min)
624690,Meridian Elementary,CA,63.0,4.0,2023-24,nces_ccd,360,22.86,0.38,15.8,31.9,Moderate (20-25 min)
624720,Mesa Union Elementary,CA,578.0,27.85,2023-24,nces_ccd,360,17.35,0.29,20.8,11.9,Low (15-20 min)
624750,Middletown Unified,CA,1476.0,74.18,2023-24,nces_ccd,360,18.09,0.3,19.9,13.8,Low (15-20 min)
624780,Midway Elementary,CA,67.0,4.98,2023-24,nces_ccd,360,26.76,0.45,13.5,52.5,High (25-30 min)
624870,Mill Valley Elementary,CA,2282.0,122.95,2023-24,nces_ccd,360,19.4,0.32,18.6,17.6,Low (15-20 min)
624900,Millbrae Elementary,CA,2065.0,85.47,2023-24,nces_ccd,360,14.9,0.25,24.2,6.5,Very Low (<15 min)
624930,Millville Elementary,CA,214.0,11.45,2023-24,nces_ccd,360,19.26,0.32,18.7,17.1,Low (15-20 min)
625110,Mission Union Elementary,CA,127.0,5.5,2023-24,nces_ccd,360,15.59,0.26,23.1,7.8,Low (15-20 min)
625130,Modesto City Elementary,CA,14137.0,654.57,2023-24,nces_ccd,360,16.67,0.28,21.6,10.3,Low (15-20 min)
625150,Modesto City High,CA,15540.0,693.35,2023-24,nces_ccd,360,16.06,0.27,22.4,8.8,Low (15-20 min)
625190,Modoc Joint Unified,CA,810.0,46.36,2023-24,nces_ccd,360,20.6,0.34,17.5,21.9,Moderate (20-25 min)
625230,Mojave Unified,CA,2842.0,118.51,2023-24,nces_ccd,360,15.01,0.25,24.0,6.7,Low (15-20 min)
625290,Monroe Elementary,CA,152.0,10.0,2023-24,nces_ccd,360,23.68,0.39,15.2,35.9,Moderate (20-25 min)
625320,Monrovia Unified,CA,4935.0,224.76,2023-24,nces_ccd,360,16.4,0.27,22.0,9.7,Low (15-20 min)
625350,Monson-Sultana Joint Union Elementary,CA,433.0,20.92,2023-24,nces_ccd,360,17.39,0.29,20.7,12.0,Low (15-20 min)
625380,Montague Elementary,CA,154.0,8.0,2023-24,nces_ccd,360,18.7,0.31,19.2,15.4,Low (15-20 min)
625410,Monte Rio Union Elementary,CA,67.0,5.0,2023-24,nces_ccd,360,26.87,0.45,13.4,53.1,High (25-30 min)
625470,Montebello Unified,CA,19967.0,1083.35,2023-24,nces_ccd,360,19.53,0.33,18.4,18.1,Low (15-20 min)
625500,Montecito Union Elementary,CA,345.0,27.32,2023-24,nces_ccd,360,28.51,0.48,12.6,61.3,High (25-30 min)
625530,Monterey Peninsula Unified,CA,9252.0,470.75,2023-24,nces_ccd,360,18.32,0.31,19.7,14.4,Low (15-20 min)
625650,Montgomery Elementary,CA,22.0,3.0,2023-24,nces_ccd,360,49.09,0.82,7.3,95.1,Very High (>30 min)
625690,Moorpark Unified,CA,5749.0,245.25,2023-24,nces_ccd,360,15.36,0.26,23.4,7.3,Low (15-20 min)
625740,Moraga Elementary,CA,1775.0,81.02,2023-24,nces_ccd,360,16.43,0.27,21.9,9.8,Low (15-20 min)
625770,Moreland,CA,3863.0,190.3,2023-24,nces_ccd,360,17.73,0.3,20.3,12.9,Low (15-20 min)
625800,Moreno Valley Unified,CA,31344.0,1431.64,2023-24,nces_ccd,360,16.44,0.27,21.9,9.8,Low (15-20 min)
625830,Morgan Hill Unified,CA,7963.0,369.34,2023-24,nces_ccd,360,16.7,0.28,21.6,10.5,Low (15-20 min)
625860,Morongo Unified,CA,7359.0,350.9,2023-24,nces_ccd,360,17.17,0.29,21.0,11.6,Low (15-20 min)
625980,Mother Lode Union Elementary,CA,863.0,43.72,2023-24,nces_ccd,360,18.24,0.3,19.7,14.2,Low (15-20 min)
626040,Mt. Shasta Union Elementary,CA,506.0,24.66,2023-24,nces_ccd,360,17.54,0.29,20.5,12.4,Low (15-20 min)
626070,Mountain Elementary,CA,163.0,8.0,2023-24,nces_ccd,360,17.67,0.29,20.4,12.7,Low (15-20 min)
626100,Mountain Empire Unified,CA,1871.0,85.79,2023-24,nces_ccd,360,16.51,0.28,21.8,10.0,Low (15-20 min)
626130,Mountain House Elementary,CA,12.0,1.0,2023-24,nces_ccd,360,30.0,0.5,12.0,67.7,Very High (>30 min)
626190,Mountain View Elementary,CA,4642.0,233.58,2023-24,nces_ccd,360,18.11,0.3,19.9,13.9,Low (15-20 min)
626220,Mountain View Elementary,CA,3156.0,139.73,2023-24,nces_ccd,360,15.94,0.27,22.6,8.6,Low (15-20 min)
626280,Mountain View Whisman,CA,4591.0,242.77,2023-24,nces_ccd,360,19.04,0.32,18.9,16.5,Low (15-20 min)
626310,Mountain View-Los Altos Union High,CA,4406.0,235.28,2023-24,nces_ccd,360,19.22,0.32,18.7,17.0,Low (15-20 min)
626340,Mt. Baldy Joint Elementary,CA,97.0,4.5,2023-24,nces_ccd,360,16.7,0.28,21.6,10.5,Low (15-20 min)
626370,Mt. Diablo Unified,CA,29356.0,1251.45,2023-24,nces_ccd,360,15.35,0.26,23.5,7.3,Low (15-20 min)
626400,Mount Pleasant Elementary,CA,1549.0,77.04,2023-24,nces_ccd,360,17.9,0.3,20.1,13.4,Low (15-20 min)
626430,Mulberry Elementary,CA,69.0,4.0,2023-24,nces_ccd,360,20.87,0.35,17.2,22.9,Moderate (20-25 min)
626460,Mupu Elementary,CA,185.0,9.8,2023-24,nces_ccd,360,19.07,0.32,18.9,16.6,Low (15-20 min)
626490,Muroc Joint Unified,CA,1802.0,97.9,2023-24,nces_ccd,360,19.56,0.33,18.4,18.2,Low (15-20 min)
626640,Napa Valley Unified,CA,16116.0,678.89,2023-24,nces_ccd,360,15.17,0.25,23.7,6.9,Low (15-20 min)
626670,National Elementary,CA,4200.0,181.23,2023-24,nces_ccd,360,15.53,0.26,23.2,7.7,Low (15-20 min)
626760,Needles Unified,CA,930.0,50.5,2023-24,nces_ccd,360,19.55,0.33,18.4,18.2,Low (15-20 min)
626820,Nevada City Elementary,CA,705.0,33.79,2023-24,nces_ccd,360,17.25,0.29,20.9,11.7,Low (15-20 min)
626880,Nevada Joint Union High,CA,2544.0,117.18,2023-24,nces_ccd,360,16.58,0.28,21.7,10.1,Low (15-20 min)
626910,New Haven Unified,CA,10052.0,422.9,2023-24,nces_ccd,360,15.15,0.25,23.8,6.9,Low (15-20 min)
626970,New Hope Elementary,CA,168.0,10.0,2023-24,nces_ccd,360,21.43,0.36,16.8,25.3,Moderate (20-25 min)
627030,New Jerusalem Elementary,CA,1643.0,85.27,2023-24,nces_ccd,360,18.68,0.31,19.3,15.4,Low (15-20 min)
627040,Mountain Union Elementary,CA,86.0,5.04,2023-24,nces_ccd,360,21.1,0.35,17.1,24.0,Moderate (20-25 min)
627060,Newark Unified,CA,4828.0,182.85,2023-24,nces_ccd,360,13.63,0.23,26.4,5.0,Very Low (<15 min)
627120,Newcastle Elementary,CA,501.0,22.37,2023-24,nces_ccd,360,16.07,0.27,22.4,8.9,Low (15-20 min)
627180,Newhall,CA,5928.0,235.5,2023-24,nces_ccd,360,14.3,0.24,25.2,5.7,Very Low (<15 min)
627200,Newman-Crows Landing Unified,CA,3161.0,162.42,2023-24,nces_ccd,360,18.5,0.31,19.5,14.8,Low (15-20 min)
627240,Newport-Mesa Unified,CA,17768.0,922.3,2023-24,nces_ccd,360,18.69,0.31,19.3,15.4,Low (15-20 min)
627300,Nicasio,CA,36.0,3.0,2023-24,nces_ccd,360,30.0,0.5,12.0,67.7,Very High (>30 min)
627450,Norris Elementary,CA,3991.0,172.48,2023-24,nces_ccd,360,15.56,0.26,23.1,7.8,Low (15-20 min)
627480,North County Joint Union Elementary,CA,750.0,34.14,2023-24,nces_ccd,360,16.39,0.27,22.0,9.6,Low (15-20 min)
627510,North Cow Creek Elementary,CA,256.0,11.7,2023-24,nces_ccd,360,16.45,0.27,21.9,9.9,Low (15-20 min)
627590,North Monterey County Unified,CA,4435.0,202.18,2023-24,nces_ccd,360,16.41,0.27,21.9,9.7,Low (15-20 min)
627690,Norwalk-La Mirada Unified,CA,15052.0,652.0,2023-24,nces_ccd,360,15.59,0.26,23.1,7.8,Low (15-20 min)
627720,Novato Unified,CA,7209.0,337.55,2023-24,nces_ccd,360,16.86,0.28,21.4,10.9,Low (15-20 min)
627750,Nuestro Elementary,CA,171.0,9.0,2023-24,nces_ccd,360,18.95,0.32,19.0,16.2,Low (15-20 min)
627780,Nuview Union,CA,2142.0,93.29,2023-24,nces_ccd,360,15.68,0.26,23.0,8.0,Low (15-20 min)
627810,Oak Grove Elementary,CA,8714.0,362.21,2023-24,nces_ccd,360,14.96,0.25,24.1,6.6,Very Low (<15 min)
627840,Oak Grove Union Elementary,CA,819.0,36.63,2023-24,nces_ccd,360,16.1,0.27,22.4,8.9,Low (15-20 min)
627850,Oak Park Unified,CA,4338.0,181.92,2023-24,nces_ccd,360,15.1,0.25,23.8,6.8,Low (15-20 min)
627870,Oak Run Elementary,CA,41.0,1.49,2023-24,nces_ccd,360,13.08,0.22,27.5,4.7,Very Low (<15 min)
627900,Oak Valley Union Elementary,CA,574.0,31.8,2023-24,nces_ccd,360,19.94,0.33,18.1,19.5,Low (15-20 min)
627930,Oak View Union Elementary,CA,380.0,17.85,2023-24,nces_ccd,360,16.91,0.28,21.3,11.0,Low (15-20 min)
628050,Oakland Unified,CA,33916.0,1749.13,2023-24,nces_ccd,360,18.57,0.31,19.4,15.0,Low (15-20 min)
628080,Oakley Union Elementary,CA,5098.0,215.55,2023-24,nces_ccd,360,15.22,0.25,23.7,7.1,Low (15-20 min)
628140,Ocean View,CA,6868.0,294.16,2023-24,nces_ccd,360,15.42,0.26,23.3,7.5,Low (15-20 min)
628170,Ocean View,CA,2107.0,101.02,2023-24,nces_ccd,360,17.26,0.29,20.9,11.8,Low (15-20 min)
628250,Oceanside Unified,CA,15297.0,681.96,2023-24,nces_ccd,360,16.05,0.27,22.4,8.8,Low (15-20 min)
628270,Ojai Unified,CA,2085.0,97.65,2023-24,nces_ccd,360,16.86,0.28,21.4,10.9,Low (15-20 min)
628320,Old Adobe Union,CA,1830.0,81.3,2023-24,nces_ccd,360,15.99,0.27,22.5,8.7,Low (15-20 min)
628470,Ontario-Montclair,CA,17944.0,858.65,2023-24,nces_ccd,360,17.23,0.29,20.9,11.7,Low (15-20 min)
628530,Orange Center,CA,248.0,11.0,2023-24,nces_ccd,360,15.97,0.27,22.5,8.6,Low (15-20 min)
628650,Orange Unified,CA,24266.0,991.97,2023-24,nces_ccd,360,14.72,0.25,24.5,6.2,Very Low (<15 min)
628680,Orchard Elementary,CA,760.0,46.5,2023-24,nces_ccd,360,22.03,0.37,16.3,27.9,Moderate (20-25 min)
628710,Orcutt Union Elementary,CA,4764.0,198.56,2023-24,nces_ccd,360,15.0,0.25,24.0,6.6,Low (15-20 min)
628830,Orick Elementary,CA,10.0,0.98,2023-24,nces_ccd,360,35.28,0.59,10.2,83.7,Very High (>30 min)
628860,Orinda Union,CA,2554.0,128.49,2023-24,nces_ccd,360,18.11,0.3,19.9,13.9,Low (15-20 min)
628950,Oro Grande,CA,93.0,4.06,2023-24,nces_ccd,360,15.72,0.26,22.9,8.1,Low (15-20 min)
629100,Oroville City Elementary,CA,2055.0,105.43,2023-24,nces_ccd,360,18.47,0.31,19.5,14.7,Low (15-20 min)
629130,Oroville Union High,CA,2264.0,110.57,2023-24,nces_ccd,360,17.58,0.29,20.5,12.5,Low (15-20 min)
629160,Outside Creek Elementary,CA,141.0,4.8,2023-24,nces_ccd,360,12.26,0.2,29.4,4.2,Very Low (<15 min)
629190,Owens Valley Unified,CA,101.0,8.38,2023-24,nces_ccd,360,29.87,0.5,12.1,67.1,High (25-30 min)
